id,title,company,location,salary,type,source,link,snippet,updated,collected_at
-4023213885862499765,Senior Recruiter,ТОВ «СМАРТ ТЕХНОЛОГІЇ В ОСВІТІ»,Київ,,,dou.ua,https://ua.jooble.org/jdp/-4023213885862499765,"7 травня 2026 бронювання Senior Recruiter Київ, віддалено Ми — команда СТО , яка будує цифрову інфраструктуру освіти — створюємо продукти, що реально впливають на якість навчання. І зараз ми шукаємо партнера , який буде впливати на те, хто саме буду...",2026-05-07,2026-05-18
-4221943605454376377,Senior Recruiter,NDA Recruitment,Київ,,,dou.ua,https://ua.jooble.org/jdp/-4221943605454376377,"7 травня 2026 бронювання Senior Recruiter Київ, за кордоном, віддалено Запрошуємо до співпраці досвідченого Senior Recruiter для роботи з українською miltech-компанією. У цій ролі ви відповідатимете за повний цикл підбору на технічні позиції в Україні....",2026-05-07,2026-05-18
3538415528965206768,Senior Software Engineer (Back End / Full Stack),Honeytech,Київ,,,dou.ua,https://ua.jooble.org/jdp/3538415528965206768,"22 квітня 2026 Senior Software Engineer (Back End / Full Stack) Київ, за кордоном, віддалено Senior Software Engineer у цій ролі — це про поєднання глибокої інженерної експертизи та готовності брати на себе лідерство. Ми шукаємо людину, яка мислить системно...",2026-04-22,2026-05-18
-5501719204285655774,Lead Python & AI Engineer,UST Ukraine,Київ,,,dou.ua,https://ua.jooble.org/jdp/-5501719204285655774,"27 квітня 2026 Lead Python & AI Engineer Київ, за кордоном, віддалено UST is seeking skilled Python + AI Lead with minimum 4 years of experience to design, develop, and deploy AI-driven solutions. The ideal candidate will have strong expertise in Python ...",2026-04-27,2026-05-18
2655884481945714285,Data Engineering Manager,Axis FF,Київ,,,dou.ua,https://ua.jooble.org/jdp/2655884481945714285,"19 квітня 2026 Data Engineering Manager Київ, за кордоном, віддалено Place of work: Kyiv or Prague Required work experience: 5+ years Type of employment: full-time, office-based / hybrid / remote Who we are As of December 2025, FF Group is ...",2026-04-19,2026-05-18
-554770396206924805,Data Analyst (Marketing),BetterMe,Київ,,,dou.ua,https://ua.jooble.org/jdp/-554770396206924805,"...experience as a Data Analyst in a product-oriented company; ~ Analytical mindset; ability to structure information and dive deeper when it is needed; ~ Full proficiency in SQL and Excel; ~ Hands-on experience with BI tools and data visualization (e.g., Tableau); ~...",2026-04-20,2026-05-18
-2560569007911760555,Аналітик протидії шахрайству (Antifraud Data Analyst),Sense Bank,Київ,,,FinStaff.com.ua,https://ua.jooble.org/jdp/-2560569007911760555,"...піклуємося про сьогодення: у нас безліч цікавих проєктів та можливостей розвитку прямо тут і зараз: сенс навчатися: ✅внутрішня IT School для підвищення цифрових навичок, ✅проєкт Dosvid для обміну знаннями з найкращими експертами. сенс бути з тими, хто піклується...",2026-05-17,2026-05-18
8420284388507380127,Backend developer (PHP),"Азов, 12-та бригада спеціального призначення НГУ",Київ,600 - 2 800 $,,dou.ua,https://ua.jooble.org/jdp/8420284388507380127,"30 квітня 2026 сили оборони Backend developer (PHP) Київ 12-та бригада спеціального призначення «Азов» — військове формування, що входить до складу 1-го корпусу Національної гвардії України «Азов». Підрозділ збирає команду вмотивованих спеціалістів, які ...",2026-04-30,2026-05-18
-6997095722694186959,Копірайтер (тексти в чат),Elina Dating,Київ,45 000 - 85 000 грн,Повний робочий день,jooble,https://ua.jooble.org/jdp/-6997095722694186959,"Хочеш заробляти онлайн, але не знаєш, з чого почати? Це не проблема ! Ми розглядаємо кандидатів без досвіду, надаємо навчанням та підтримку керівника в перші місці роботи. Крім того, ця робота не потребує вкладень! Ми пропонуємо: ️ Аванс уже в перші тижні роботи...",2026-05-18,2026-05-18
2039357768068382466,Python Developer,Precoro Inc.,Київ,,,dou.ua,https://ua.jooble.org/jdp/2039357768068382466,"5 травня 2026 Python Developer Київ Precoro is a product company (В2В, SaaS) that helps businesses automate and control their purchasing processes across global teams. Today, 1,000+ companies in 80+ countries use Precoro to reduce manual work, gain visibility...",2026-05-05,2026-05-18
-866819473235962518,Бізнес-аналітик (Облікові системи),Холдинг Симпатик Групп,Київ,,,dou.ua,https://ua.jooble.org/jdp/-866819473235962518,"15 травня 2026 бронювання Бізнес-аналітик (Облікові системи) Київ Холдинг «SIMPATIK GROUP»— український e-commerce холдинг, який створює та активно масштабує власні бренди у ніші Beauty & Healthy. Запрошує до команди Бізнес-аналітика (облікові системи...",2026-05-15,2026-05-18
4919867929361671160,Business Analyst (B2C) (ID 419),HELSI,Київ,,,dou.ua,https://ua.jooble.org/jdp/4919867929361671160,"7 травня 2026 Business Analyst (B2C) (ID 419) Київ, віддалено Helsi — українська продуктова ІТ-компанія, що працює на ринку з 2016 року. Мета Helsi — доступ до здоров’я в одному інтерфейсі. Сервіс дозволяє пацієнтам швидко та зручно записуватися на прийом...",2026-05-07,2026-05-18
